[0, 0]
[22770, 0]
[22800, 0]
[22830, 0]
[22860, 0]
[22890, 0]
[22920, 0]
[22950, 0]
[22980, 0]
[23010, 0]
[23040, 0]
[23070, 0]
[23100, 0]
[23130, 0]
[23160, 0]
[23190, 0]
[23220, 0]
[23250, 0]
[23280, 0]
[23310, 0]
[23340, 0]
[23370, 0]
[23400, 0]
[23430, 0]
[23460, 0]
[23490, 0]
[23520, 0]
[23550, 0]
[23580, 0]
[23610, 0]
[23640, 0]
[23670, 0]
[23700, 0]
[23730, 0]
[23760, 0]
[23790, 0]
[23820, 0]
[23850, 0]
[23880, 0]
[23910, 0]
[23940, 0]
[23970, 0]
[24000, 0]
[24030, 0]
[24060, 0]
[24090, 0]
[24120, 0]
[24150, 0]
[24180, 0]
[24210, 0]
[24240, 0]
[24270, 0]
[24300, 0]
[24330, 0]
[24360, 0]
[24390, 0]
[24420, 0]
[24450, 0]
[24480, 0]
[24510, 0]
[24540, 0]
[24570, 0]
[24600, 0]
[24630, 0]
[24660, 0]
[24690, 0]
[24720, 0]
[24750, 0]
[24780, 0]
[24810, 0]
[24840, 0]
[24870, 0]
[24900, 0]
[24930, 0]
[24960, 0]
[24990, 0]
[25020, 0]
[25050, 0]
[25080, 0]
[25110, 0]
[25140, 0]
[25170, 0]
[25200, 0]
[25230, 0]
[25260, 0]
[25290, 0]
[25320, 0]
[25350, 0]
[25380, 0]
[25410, 0]
[25440, 0]
[25470, 0]
[25500, 0]
[25530, 0]
[25560, 0]
[25590, 0]
[25620, 0]
[25650, 0]
[25680, 0]
[25710, 0]
[25740, 0]
[25770, 0]
[25800, 0]
[25830, 0]
[25860, 0]
[25890, 0]
[25920, 0]
[25950, 0]
[25980, 0]
[26010, 0]
[26040, 0]
[26070, 0]
[26100, 0]
[26130, 0]
[26160, 0]
[26190, 0]
[26220, 1]
[26250, 1]
[26280, 1]
[26310, 1]
[26340, 1]
[26370, 1]
[26400, 1]
[26430, 1]
[26460, 1]
[26490, 1]
[26520, 1]
[26550, 1]
[26580, 1]
[26610, 1]
[26640, 1]
[26670, 1]
[26700, 1]
[26730, 1]
[26760, 1]
[26790, 1]
[26820, 1]
[26850, 1]
[26880, 1]
[26910, 1]
[26940, 1]
[26970, 1]
[27000, 1]
[27030, 1]
[27060, 1]
[27090, 1]
[27120, 1]
[27150, 1]
[27180, 1]
[27210, 1]
[27240, 1]
[27270, 1]
[27300, 1]
[27330, 1]
[27360, 1]
[27390, 1]
[27420, 0]
[27450, 0]
[27480, 0]
[27510, 0]
[27540, 0]
[27570, 0]
[27600, 0]
[27630, 0]
[27660, 0]
[27690, 0]
[27720, 0]
[27750, 0]
[27780, 0]
[27810, 0]
[27840, 0]
[27870, 0]
[27900, 0]
[27930, 0]
[27960, 0]
[27990, 0]
[28020, 0]
[28050, 0]
[28080, 0]
[28110, 0]
[28140, 0]
[28170, 0]
[28200, 0]
[28230, 0]
[28260, 0]
[28290, 0]
[28320, 0]
[28350, 0]
[28380, 0]
[28410, 0]
[28440, 0]
[28470, 0]
[28500, 0]
[28530, 0]
[28560, 0]
[28590, 0]
[28620, 0]
[28650, 0]
[28680, 0]
[28710, 0]
[28740, 0]
[28770, 0]
[28800, 0]
[28830, 0]
[28860, 0]
[28890, 0]
[28920, 0]
[28950, 0]
[28980, 0]
[29010, 0]
[29040, 0]
[29070, 0]
[29100, 0]
[29130, 0]
[29160, 0]
[29190, 0]
[29220, 0]
[29250, 0]
[29280, 0]
[29310, 0]
[29340, 0]
[29370, 0]
[29400, 0]
[29430, 0]
[29460, 0]
[29490, 0]
[29520, 0]
[29550, 0]
[29580, 0]
[29610, 0]
[29640, 0]
[29670, 0]
[29700, 0]
[29730, 0]
[29760, 0]
[29790, 0]
[29820, 0]
[29850, 0]
[29880, 0]
[29910, 0]
[29940, 0]
[29970, 0]
[30000, 0]
[30030, 0]
[30060, 0]
[30090, 0]
[30120, 0]
[30150, 0]
[30180, 0]
[30210, 0]
[30240, 0]
[30270, 0]
[30300, 0]
[30330, 0]
[30360, 0]
[30390, 0]
[30420, 0]
[30450, 0]
[30480, 0]
[30510, 0]
[30540, 0]
[30570, 0]
[30600, 0]
[30630, 0]
[30660, 0]
[30690, 0]
[30720, 0]
[30750, 0]
[30780, 0]
[30810, 0]
[30840, 0]
[30870, 0]
[30900, 1]
[30930, 1]
[30960, 1]
[30990, 1]
[31020, 1]
[31050, 1]
[31080, 1]
[31110, 1]
[31140, 1]
[31170, 1]
[31200, 1]
[31230, 1]
[31260, 1]
[31290, 1]
[31320, 1]
[31350, 1]
[31380, 1]
[31410, 1]
[31440, 1]
[31470, 1]
[31500, 1]
[31530, 1]
[31560, 1]
[31590, 1]
[31620, 1]
[31650, 1]
[31680, 1]
[31710, 0]
[31740, 0]
[31770, 0]
[31800, 0]
[31830, 0]
[31860, 0]
[31890, 0]
[31920, 0]
[31950, 0]
[31980, 0]
[32010, 0]
[32040, 0]
[32070, 0]
[32100, 0]
[32130, 0]
[32160, 0]
[32190, 0]
[32220, 0]
[32250, 0]
[32280, 0]
[32310, 0]
[32340, 0]
[32370, 0]
[32400, 0]
[32430, 0]
[32460, 0]
[32490, 0]
[32520, 0]
[32550, 0]
[32580, 0]
[32610, 0]
[32640, 0]
[32670, 0]
[32700, 0]
[32730, 0]
[32760, 0]
[32790, 0]
[32820, 0]
[32850, 0]
[32880, 0]
[32910, 0]
[32940, 0]
[32970, 0]
[33000, 0]
[33030, 0]
[33060, 0]
[33090, 0]
[33120, 0]
[33150, 0]
[33180, 0]
[33210, 0]
[33240, 0]
[33270, 0]
[33300, 0]
[33330, 0]
[33360, 0]
[33390, 0]
[33420, 0]
[33450, 0]
[33480, 0]
[33510, 0]
[33540, 0]
[33570, 0]
[33600, 0]
[33630, 0]
[33660, 0]
[33690, 0]
[33720, 0]
[33750, 0]
[33780, 0]
[33810, 0]
[33840, 0]
[33870, 0]
[33900, 0]
[33930, 0]
[33960, 0]
[33990, 0]
[34020, 0]
[34050, 0]
[34080, 0]
[34110, 0]
[34140, 0]
[34170, 0]
[34200, 0]
[34230, 0]
[34260, 0]
[34290, 0]
[34320, 0]
[34350, 0]
[34380, 0]
[34410, 0]
[34440, 0]
[34470, 0]
[34500, 0]
[34530, 0]
[34560, 0]
[34590, 0]
[34620, 0]
[34650, 0]
[34680, 0]
[34710, 0]
[34740, 0]
[34770, 0]
[34800, 0]
[34830, 0]
[34860, 0]
[34890, 0]
[34920, 0]
[34950, 0]
[34980, 0]
[35010, 0]
[35040, 0]
[35070, 0]
[35100, 0]
[35130, 0]
[35160, 0]
[35190, 0]
[35220, 1]
[35250, 1]
[35280, 1]
[35310, 1]
[35340, 1]
[35370, 1]
[35400, 1]
[35430, 1]
[35460, 1]
[35490, 1]
[35520, 1]
[35550, 1]
[35580, 1]
[35610, 1]
[35640, 1]
[35670, 1]
[35700, 1]
[35730, 1]
[35760, 1]
[35790, 1]
[35820, 1]
[35850, 1]
[35880, 1]
[35910, 1]
[35940, 1]
[35970, 1]
[36000, 1]
[36030, 1]
[36060, 1]
[36090, 1]
[36120, 1]
[36150, 1]
[36180, 1]
[36210, 1]
[36240, 1]
[36270, 1]
[36300, 1]
[36330, 1]
[36360, 1]
[36390, 1]
[36420, 1]
[36450, 1]
[36480, 1]
[36510, 0]
[36540, 0]
[36570, 0]
[36600, 0]
[36630, 0]
[36660, 0]
[36690, 0]
[36720, 0]
[36750, 0]
[36780, 0]
[36810, 0]
[36840, 0]
[36870, 0]
[36900, 0]
[36930, 0]
[36960, 0]
[36990, 0]
[37020, 0]
[37050, 0]
[37080, 0]
[37110, 0]
[37140, 0]
[37170, 0]
[37200, 0]
[37230, 0]
[37260, 0]
[37290, 0]
[37320, 0]
[37350, 0]
[37380, 0]
[37410, 0]
[37440, 0]
[37470, 0]
[37500, 0]
[37530, 0]
[37560, 0]
[37590, 0]
[37620, 0]
[37650, 0]
[37680, 0]
[37710, 0]
[37740, 0]
[37770, 0]
[37800, 0]
[37830, 0]
[37860, 0]
[37890, 0]
[37920, 0]
[37950, 0]
[37980, 0]
[38010, 0]
[38040, 0]
[38070, 0]
[38100, 0]
[38130, 0]
[38160, 0]
[38190, 0]
[38220, 0]
[38250, 0]
[38280, 0]
[38310, 0]
[38340, 0]
[38370, 0]
[38400, 0]
[38430, 0]
[38460, 0]
[38490, 0]
[38520, 0]
[38550, 0]
[38580, 0]
[38610, 0]
[38640, 0]
[38670, 0]
[38700, 0]
[38730, 0]
[38760, 0]
[38790, 0]
[38820, 0]
[38850, 0]
[38880, 0]
[38910, 0]
[38940, 0]
[38970, 0]
[39000, 0]
[39030, 0]
[39060, 0]
[39090, 0]
[39120, 0]
[39150, 0]
[39180, 0]
[39210, 0]
[39240, 0]
[39270, 0]
[39300, 0]
[39330, 0]
[39360, 0]
[39390, 0]
[39420, 0]
[39450, 0]
[39480, 0]
[39510, 0]
[39540, 0]
[39570, 0]
[39600, 0]
[39630, 0]
[39660, 0]
[39690, 0]
[39720, 0]
[39750, 0]
[39780, 0]
[39810, 0]
[39840, 0]
[39870, 0]
[39900, 0]
[39930, 0]
[39960, 0]
[39990, 0]
[40020, 0]
[40050, 0]
[40080, 0]
[40110, 0]
[40140, 0]
[40170, 0]
[40200, 0]
[40230, 0]
[40260, 0]
[40290, 0]
[40320, 0]
[40350, 0]
[40380, 0]
[40410, 0]
[40440, 0]
[40470, 0]
[40500, 0]
[40530, 0]
[40560, 0]
[40590, 0]
[40620, 0]
[40650, 0]
[40680, 0]
[40710, 0]
[40740, 0]
[40770, 0]
[40800, 0]
[40830, 0]
[40860, 0]
[40890, 0]
[40920, 0]
[40950, 0]
[40980, 0]
[41010, 0]
[41040, 0]
[41070, 0]
[41100, 0]
[41130, 0]
[41160, 0]
[41190, 0]
[41220, 0]
[41250, 0]
[41280, 0]
[41310, 0]
[41340, 0]
[41370, 0]
[41400, 0]
[41430, 0]
[41460, 0]
[41490, 0]
[41520, 0]
[41550, 0]
[41580, 0]
[41610, 0]
[41640, 0]
[41670, 0]
[41700, 0]
[41730, 0]
[41760, 0]
[41790, 1]
[41820, 1]
[41850, 1]
[41880, 1]
[41910, 1]
[41940, 1]
[41970, 1]
[42000, 1]
[42030, 1]
[42060, 1]
[42090, 1]
[42120, 1]
[42150, 1]
[42180, 1]
[42210, 1]
[42240, 1]
[42270, 1]
[42300, 1]
[42330, 1]
[42360, 1]
[42390, 1]
[42420, 1]
[42450, 1]
[42480, 1]
[42510, 1]
[42540, 1]
[42570, 1]
[42600, 1]
[42630, 1]
[42660, 1]
[42690, 1]
[42720, 1]
[42750, 1]
[42780, 1]
[42810, 1]
[42840, 1]
[42870, 1]
[42900, 1]
[42930, 1]
[42960, 0]
[42990, 0]
[43020, 0]
[43050, 0]
[43080, 0]
[43110, 0]
[43140, 0]
[43170, 0]
[43200, 0]
[43230, 0]
[43260, 0]
[43290, 0]
[43320, 0]
[43350, 0]
[43380, 0]
[43410, 0]
[43440, 0]
[43470, 0]
[43500, 0]
[43530, 0]
[43560, 0]
[43590, 0]
[43620, 0]
[43650, 0]
[43680, 0]
[43710, 0]
[43740, 0]
[43770, 0]
[43800, 0]
[43830, 0]
[43860, 0]
[43890, 0]
[43920, 0]
[43950, 0]
[43980, 0]
[44010, 0]
[44040, 0]
[44070, 0]
[44100, 0]
[44130, 0]
[44160, 0]
[44190, 0]
[44220, 0]
[44250, 0]
[44280, 0]
[44310, 0]
[44340, 0]
[44370, 0]
[44400, 0]
[44430, 0]
[44460, 0]
[44490, 0]
[44520, 0]
[44550, 0]
[44580, 0]
[44610, 0]
[44640, 0]
[44670, 0]
[44700, 0]
[44730, 0]
[44760, 0]
[44790, 0]
[44820, 0]
[44850, 0]
[44880, 0]
[44910, 0]
[44940, 0]
[44970, 0]
[45000, 0]
[45030, 0]
[45060, 0]
[45090, 0]
[45120, 0]
[45150, 0]
[45180, 0]
[45210, 0]
[45240, 0]
[45270, 0]
[45300, 0]
[45330, 0]
[45360, 0]
[45390, 0]
[45420, 0]
[45450, 0]
[45480, 0]
[45510, 0]
[45540, 0]
[45570, 0]
[45600, 0]
[45630, 0]
[45660, 0]
[45690, 0]
[45720, 0]
[45750, 0]
[45780, 0]
[45810, 0]
[45840, 0]
[45870, 0]
[45900, 0]
[45930, 0]
[45960, 0]
[45990, 0]
[46020, 0]
[46050, 0]
[46080, 0]
[46110, 0]
[46140, 0]
[46170, 0]
[46200, 0]
[46230, 0]
[46260, 0]
[46290, 0]
[46320, 0]
[46350, 0]
[46380, 0]
[46410, 0]
[46440, 0]
[46470, 0]
[46500, 0]
[46530, 0]
[46560, 0]
[46590, 0]
[46620, 0]
[46650, 0]
[46680, 0]
[46710, 0]
[46740, 0]
[46770, 0]
[46800, 0]
[46830, 0]
[46860, 0]
[46890, 0]
[46920, 0]
[46950, 0]
[46980, 0]
[47010, 0]
[47040, 0]
[47070, 0]
[47100, 0]
[47130, 0]
[47160, 0]
[47190, 0]
[47220, 0]
[47250, 0]
[47280, 0]
[47310, 0]
[47340, 0]
[47370, 0]
[47400, 0]
[47430, 0]
[47460, 0]
[47490, 0]
[47520, 0]
[47550, 0]
[47580, 0]
[47610, 0]
[47640, 0]
[47670, 0]
[47700, 0]
[47730, 0]
[47760, 0]
[47790, 0]
[47820, 0]
[47850, 0]
[47880, 0]
[47910, 0]
[47940, 0]
[47970, 0]
[48000, 0]
[48030, 0]
[48060, 1]
[48090, 1]
[48120, 1]
[48150, 1]
[48180, 1]
[48210, 1]
[48240, 1]
[48270, 1]
[48300, 1]
[48330, 1]
[48360, 1]
[48390, 1]
[48420, 1]
[48450, 1]
[48480, 1]
[48510, 1]
[48540, 1]
[48570, 1]
[48600, 1]
[48630, 1]
[48660, 1]
[48690, 1]
[48720, 1]
[48750, 1]
[48780, 1]
[48810, 1]
[48840, 1]
[48870, 1]
[48900, 1]
[48930, 1]
[48960, 1]
[48990, 1]
[49020, 1]
[49050, 1]
[49080, 1]
[49110, 1]
[49140, 1]
[49170, 1]
[49200, 1]
[49230, 1]
[49260, 1]
[49290, 1]
[49320, 1]
[49350, 1]
[49380, 1]
[49410, 1]
[49440, 1]
[49470, 1]
[49500, 1]
[49530, 1]
[49560, 1]
[49590, 1]
[49620, 1]
[49650, 1]
[49680, 1]
[49710, 1]
[49740, 1]
[49770, 1]
[49800, 1]
[49830, 1]
[49860, 1]
[49890, 1]
[49920, 1]
[49950, 0]
[49980, 0]
[50010, 0]
[50040, 0]
[50070, 0]
[50100, 0]
[50130, 0]
[50160, 0]
[50190, 0]
[50220, 0]
[50250, 0]
[50280, 0]
[50310, 0]
[50340, 0]
[50370, 0]
[50400, 0]
[50430, 0]
[50460, 0]
[50490, 0]
[50520, 0]
[50550, 0]
[50580, 0]
[50610, 0]
[50640, 0]
[50670, 0]
[50700, 0]
[50730, 0]
[50760, 0]
[50790, 0]
[50820, 0]
[50850, 0]
[50880, 0]
[50910, 0]
[50940, 0]
[50970, 0]
[51000, 0]
[51030, 0]
[51060, 0]
[51090, 0]
[51120, 0]
[51150, 0]
[51180, 0]
[51210, 0]
[51240, 0]
[51270, 0]
[51300, 0]
[51330, 0]
[51360, 0]
[51390, 0]
[51420, 0]
[51450, 0]
[51480, 0]
[51510, 0]
[51540, 0]
[51570, 0]
[51600, 0]
[51630, 0]
[51660, 0]
[51690, 0]
[51720, 0]
[51750, 0]
[51780, 0]
[51810, 0]
[51840, 0]
[51870, 0]
[51900, 0]
[51930, 0]
[51960, 0]
[51990, 0]
[52020, 0]
[52050, 0]
[52080, 0]
[52110, 0]
[52140, 0]
[52170, 0]
[52200, 0]
[52230, 0]
[52260, 0]
[52290, 0]
[52320, 0]
[52350, 0]
[52380, 0]
[52410, 0]
[52440, 0]
[52470, 0]
[52500, 0]
[52530, 0]
[52560, 0]
